12/04/17,"""Стороны рассмотрели основные направления российско-китайского сотрудничества в газовой сфере. В частности, речь шла о проектах поставок газа из России в Китай, в том числе по ""восточному"" маршруту — газопроводу ""Сила Сибири"", и поставках с Дальнего Востока России"", - говорится в сообщении. Уточняется, что на данный момент построено более 650 километров магистрального газопровода ""Сила Сибири"", сварено в нитку 927 километров трубы. Также завершено строительство временного двустороннего пункта пропуска через государственную границу в рамках создания подводного перехода трансграничного участка ""Силы Сибири"" через реку Амур. Поясняется, что он позволит обеспечить беспрепятственный доступ в закрытую зону для рабочего персонала и строительной техники. Ввод пункта пропуска в эксплуатацию планируется в мае. Кроме того, участники встреч обсудили вопросы взаимодействия в хранении газа, газомоторном топливе, электрогенерации, а также проведения ралли ""Шелковый путь"" ""Россия - Казахстан - Китай"". В конце мая 2014 года ""Газпром"" и CNPC подписали договор о поставках российского газа в Китай по восточному маршруту. Договор заключен сроком на 30 лет и предполагает поставки в объеме 38 миллиардов кубометров в год по ""Силе Сибири"". Общая протяженность газопровода составит около 4 тысяч километров, его работу будут обеспечивать 8 компрессорных станций общей мощностью 1331 МВт. В начале марта ""Газпром"" сообщил, что сохраняет планы ввода газопровода в эксплуатацию с мая 2019 года по май 2021 года."
12/04/17,"""Вчера мы вместе с президентом ""Газпрома"" - господином Миллером - уже обсуждали сотрудничество, и сегодня... обсудим с президентом ""Роснефти"" - господином Сечиным"", - сказал Гаоли на встрече с вице-премьером РФ Аркадием Дворковичем."
12/04/17,"По состоянию на 10.52 мск стоимость глобальных депозитарных расписок (GDR) ""Роснефти"" росла на 1,40%, до 5,80 доллара, ""Лукойла"" - на 0,85%, до 52,39 доллара, ""Новатэка"" - на 0,76%, до 125,35 доллара. Бумаги ""Газпрома"" дорожали на 0,84%, до 4,40 доллара, ""Газпром нефти"" - на 0,99%, до 17,78 доллара. Цена бумаг ВТБ росла на 1,95%, до 2,23 доллара, Сбербанка - на 1,31%, до 11,24 доллара. Стоимость расписок TCS Group Holding Plc снижались в цене на 0,23%, до 11,02 доллара. Стоимость расписок ""Норникеля"" опускалась на 0,24%, до 15,81 доллара, ""Северстали"" - росла на 0,74%, до 14,20 доллара. Расписки НЛМК дешевели на 0,66%, достигая значения в 18,78 доллара. Бумаги ""Магнита"" поднимались в цене на 1,02%, до 37,20 доллара, ""Ленты"" - на 1,03%, до 6,86 доллара. Бумаги АФК ""Система"" дорожали на 1,41%, до 8,26 доллара."
12/04/17,"МОСКВА, 12 апр - РИА Новости/Прайм. ""Газпром"" обсудил с китайской стороной проекты поставок газа из РФ в Китай, сообщается в пресс-релизе ""Газпрома"" по итогам рабочих встреч председателя правления ""Газпрома"" Алексея Миллера с первым заместителем премьера Госсовета КНР Чжаном Гаоли и вице-президентом Китайской национальной нефтегазовой корпорации (CNPC) Ваном Дунцзинем. ""Стороны рассмотрели основные направления российско-китайского сотрудничества в газовой сфере. В частности, речь шла о проектах поставок газа из России в Китай, в том числе по ""восточному"" маршруту - газопроводу ""Сила Сибири"", и поставках с Дальнего Востока России"", - говорится в сообщении. Уточняется, что на данный момент построено более 650 километров магистрального газопровода ""Сила Сибири"", сварено в нитку 927 километров трубы. Также завершено строительство временного двустороннего пункта пропуска через государственную границу в рамках создания подводного перехода трансграничного участка ""Силы Сибири"" через реку Амур. Поясняется, что он позволит обеспечить беспрепятственный доступ в закрытую зону для рабочего персонала и строительной техники. Ввод пункта пропуска в эксплуатацию планируется в мае. Кроме того, участники встреч обсудили вопросы взаимодействия в хранении газа, газомоторном топливе, электрогенерации, а также проведения ралли ""Шелковый путь 2017"" ""Россия - Казахстан - Китай"". В конце мая 2014 года ""Газпром"" и CNPC подписали договор о поставках российского газа в Китай по восточному маршруту. Договор заключен сроком на 30 лет и предполагает поставки в объеме 38 миллиардов кубометров в год по ""Силе Сибири"". Общая протяженность газопровода составит около 4 тысяч километров, его работу будут обеспечивать 8 компрессорных станций общей мощностью 1331 МВт. В начале марта ""Газпром"" сообщил, что сохраняет планы ввода газопровода в эксплуатацию с мая 2019 года по май 2021 года. В 2017 году ""Газпром"" планирует построить приблизительно 663 километра магистрального газопровода ""Сила Сибири"", сообщалось в проспекте к выпуску еврооблигаций ""Газпрома""."
12/04/17,"""Соглашение, которое было оформлено с ""Газпромом"", дает нам возможность не зависеть от российского газа... Нам выдается возможность приобрести газ у Азербайджана или Ирана. На сегодня мы приняли решение полностью загрузиться азербайджанским природным газом"", - заявил Каладзе и добавил, что закупки российского газа ""не будут производится до конца года"". Министр добавил, что по истечении двухлетнего договора с ""Газпромом"" Грузия будет иметь более твердые позиции, так как будет построено газохранилище, что даст возможность быть еще меньше зависимым от российского газа. Азербайджанский газ на сегодняшний день является основным источником газоснабжения Грузии. Основная доля закупок приходится на холодный период времени, когда начинается отопительный сезон. В 2018 году в Грузии начнется строительство подземного газохранилища, которое планируется сдать в 2020 году. Российский газ Грузия не закупает с 2007 года, до конца прошлого года страна получала 10% от общего объема поставок российского газа в Армению в качестве платы за транзит. Этот договор Грузии с ""Газпромом"" истек 1 января. Переговоры по новому соглашению проходили в несколько этапов, они затянулись из-за того, что ""Газпром"" настаивал на оплате транзита деньгами, а не газом, как предлагала Грузия. В итоге грузинская сторона приняла решение согласиться с предложением ""Газпрома"". Договор оформлен на два года, согласно документу, в 2017 году ""Газпром"" оплатит транзит газа через Грузию по смешанной системе – частично деньгами и частично сырьем, а в 2018 году – только денежными расчетами."
12/04/17,"""У нас работает исследовательская группа по вариантам поставки природного газа в Индию сухопутным путем. Изучаются разные схемы, например, свопы; допустим, из Ирана по своим газопроводам на север Ирана наши газ поставляют, иранцы такое же количество газа отдают"", - сказал Сентюрин. Он отметил, что Индия и Россия плотно сотрудничают в сфере энергетики. В декабре прошлого года заместитель председателя правления ""Газпрома"" Александр Медведев говорил, что холдинг интересуется проектами в Иране в сфере добычи, производства СПГ, поставок трубного газа, в том числе в Индию. По его словам, консультации будут продолжены."
12/04/17,"""Мы находимся на стадии начала поставок СПГ (в Индию - ред.). Подписан был документ с индийцами, с 2018 года должны начаться поставки. Это газпромовский портфель, поставщик Gazprom Marketing and Trading Singapore, с другой стороны - индийская компания GAIL. Объем законтрактованный - около 2,5 миллиона тонн в год"", - сказал Сентюрин. По его словам, поставки СПГ в Индию могут идти не только с проекта по производству СПГ на Сахалине, но и с нового завода Ямал СПГ, первую очередь которого ""Новатэк"" планирует запустить в 2017 году, а также другие партии СПГ. ""Газпром"" - глобальный игрок, он занимается маркетингом, поставками, там все взаимоувязано, поэтому физически это не будет означать, что это именно тот газ, который добыли и сжижили на Сахалине"", - рассказал Сентюрин. В октябре прошлого года глава ""Газпрома"" Алексей Миллер сообщил, что ""Газпром"" ведет переговоры и рассчитывает вскоре договориться с Индийской государственной нефтегазовой компанией GAIL об изменениях условий контракта на поставку сжиженного природного газа (СПГ), в частности, о корректировке периода наращивания поставок. Ранее агентство Рейтер сообщило, что индийская государственная нефтегазовая компания GAIL хочет пересмотреть условия контракта с ""Газпромом"" на поставку сжиженного природного газа (СПГ) и отложить большую часть поставок. Между ""Газпромом"" и GAIL подписан договор купли-продажи СПГ. В начале октября 2012 года дочерняя структура российского газового холдинга Gazprom Marketing and Trading Singapore подписала юридически обязательный 20-летний договор купли-продажи СПГ с GAIL. В соответствии с условиями соглашения, GAIL получит 2,5 миллиона тонн СПГ в год (эквивалентно 3,5 миллиарда кубометров в год) в течение 20 лет. Согласно контракту, цена СПГ будет основана на формуле с привязкой к цене на нефть на терминалах в Индии. Ранее сообщалось, что первые партии сжиженного природного газа могут начать поступать в Индию с 2017 года."
12/04/17,"Индекс ММВБ к 16.23 мск снижался на 0,89% - до 1960,41 пункта (уже падал до 1958,28 пункта), индекс РТС - на 0,49% - до 1085,71 пункта, следует из данных Московской биржи. Курс доллара расчетами ""завтра"" снижался на 3 копейки - до 56,87 рубля, курс евро – на 23 копейки – до 60,3 рубля. Июньский фьючерс на нефть марки Brent рос на 0,25% - до 56,37 доллара за баррель. К середине дня российский рынок вновь оказался в минусе, торгуясь на пониженных объемах, отмечает Андрей Кочетков из компании ""Открытие Брокер"". Тон снижению задают бумаги с высоким присутствием нерезидентов: Сбербанк, ""Роснефть"", ""Газпром"", обращает внимание он. ЛИДЕРЫ РОСТА И АУТСАЙДЕРЫ Среди лидеров роста – акции ЧТПЗ (12,8%), префы ТГК-2 (2,2%), акции ТГК-1 (2,09%), префы ""Транснефти"" (1,56%), ВСМПО-Ависма (0,94%). Среди лидеров снижения – префы ""Сургутнефтегаза"" (-3,14%), акции ""Фосагро"" (-2,58%), ИСКЧ (-2,48%), ""Аптечной сети 36 и 6"" (-2,45%), ОГК-2 (-2,37%), а также бумаги Сбербанка (обыкновенные акции снижаются на 2,35%, префы – на 2,04%), акции ""Дикси"" (-2,27%), ""Мосэнерго"" (-2,19%), ""Русгидро"" (-2,03%), акции ""Роснефти"" (-1,04%). Умеренно снижаются акции ""Газпрома"" (-0,5%). ПРОГНОЗЫ И РЕКОМЕНДАЦИИ До конца дня вероятен боковой тренд на локальном рынке, считает Даниил Егоров из Dukascopy Bank SA. Инвесторы будут ожидать публикации официальных данных по изменению запасов сырой нефти в США и итогов встречи госсекретаря США и министра иностранных дел РФ, отмечает аналитик. ""Рынок ждет, что за первую неделю апреля запасы сырой нефти увеличатся на 750 тысяч баррелей"", - добавляет он. Ситуация на российском рынке остается сложной, так как отношения между Москвой и Вашингтоном вернулись к прежней негативной риторике, отмечает Кочетков из компании ""Открытие Брокер"". Впрочем, переговоры глав внешнеполитических ведомств в Москве еще могут преподнести сюрпризы, добавляет он. ""Тем не менее, во второй половине дня российский рынок склоняется к дальнейшему снижению"", - говорит аналитик. Рост политических рисков всегда ведет к росту градуса неопределенности на мировых рынках, поэтому в будущем можно ожидать роста волатильности и тактически сейчас было бы правильно увеличить долю защитных активов, рекомендует Андрей Шенк из УК ""Альфа-Капитал"". ""То есть сократить дюрацию или увеличить долю денежных средств в облигационных портфелях. В акциях стоит делать ставку на защитные бумаги, например, дивидендные истории"", - поясняет он. При этом стоит держать руку на пульсе и внимательно следить за ситуацией, продолжает аналитик. ""Например, стратегически мы видим хороший потенциал в российских акциях, и на фоне неопределенности может возникнуть возможность купить акции по еще более привлекательным ценам, чем сейчас"", - заключает он."
12/04/17,"""Так и будет, где-то около пяти (миллионов тонн нефти в 2017 году - ред.)"", - сказал Гришанин, отвечая на вопрос, насколько вероятно, что нефтекомпании в 2017 году не исполнят заявленные планы по сдаче нефти в нефтепровод ""Заполярье-Пурпе"" и поставят всего лишь 4,5 миллиона тонн нефти. ""Они осваивают месторождения медленнее, чем это было запланировано в свое время"", - пояснил он. Магистральный нефтепровод ""Заполярье-Пурпе"" был запущен в январе при участии президента РФ Владимира Путина. Трубопроводная система ""Заполярье-Пурпе-Самотлор"" является самой северной нефтяной магистралью в России. Общая протяженность входящего в нее нефтепровода ""Заполярье-Пурпе"" составляет 488 километров с объемом транспортировки 45 миллионов тонн в год. Первый участок ""Пурпе-Самотлор"" протяженностью 430 километров был запущен в 2011 году. Ресурсной базой нефтепровода являются новые месторождения ЯНАО и севера Красноярского края — Уренгойская группа месторождений ""Газпрома""; Сузунское, Тагульское, Русское, Русско-Реченское месторождения ""Роснефти""; Мессояхское и Восточно-Мессояхское месторождения, разрабатываемые ""Роснефтью"" и ""Газпром нефтью"", а также Пякяхинское месторождение ""Лукойла"". В январе глава ""Транснефти"" Николай Токарев завил, что российские нефтекомпании увеличили заявку на транспортировку нефти по трубопроводу ""Заполярье-Пурпе"" на 2017 год до 7,5 миллиона тонн с 4,5 миллиона тонн."
12/04/17,"""Повестка дня заседания совета директоров эмитента: об утверждении целевых (плановых), а также пороговых и максимальных значений ключевых показателей эффективности деятельности общества на 2017 год для применения в системе годового бонуса руководящих работников ""Газпрома"", - говорится в материалах. Помимо этого, совет директоров обсудит ход выполнения программы отчуждения непрофильных активов, а также участие ""Газпрома"" в некоммерческом партнерстве по эффективному управлению имуществом корпораций ""Клуб корпоративных собственников""."
12/04/17,"По итогам торгов стоимость глобальных депозитарных расписок (GDR) ""Роснефти"" опустилась на 0,52% - до 5,70 доллара, ""Лукойла"" – на 0,58%, до 51,65 доллара, ""Новатэка"" - на 0,48%, до 123,80 доллара. Бумаги ""Газпрома"" подешевели на 0,57% - до 4,34 доллара, а ""Газпром нефти"" - на 1,14%, до 17,40 доллара. Стоимость бумаг ""Норникеля"" снизилась на 0,95% - до 15,70 доллара, НЛМК – на 2,12%, до 18,50 доллара. Расписки ""Северстали"" уменьшились в цене на 0,85%, до 13,98 доллара. Бумаги ВТБ подорожали на 1,10% - до 2,21 доллара, Сбербанка – подешевели на 2,21%, до 10,86 доллара. Стоимость расписок TCS Group Holding Plc, в которую входит ""Тинькофф банк"", снизилась на 0,90%, до 10,95 доллара. Бумаги ""Магнита"" подешевели на 1,09% - до 36,42 доллара, ""Ленты"" – на 1,18%, до 6,70 доллара. Стоимость бумаг АФК ""Система"" выросла на 1,47%, до 8,27 доллара."
